label,family,cadence,repeated,exit,final_equity,total_return,cagr,max_drawdown_pct,max_drawdown_abs,calmar,sortino,sharpe_like,ulcer_index,cvar_95_daily,time_in_drawdown_pct,avg_invested_pct,deployed_total,n_buys,n_sells,exited_early
scaled_rsi|trail25|monthly|1shot,scaled,monthly,False,trail25,7724840.95,-0.227516,-0.01096,0.257133,2673850.16,-0.0426,-0.1147,-0.1905,21.2595,0.008632,0.9966,0.0617,4269829.98,104,1,True
scaled_rsi|trail25|monthly|rot,scaled,monthly,True,trail25,7724840.95,-0.227516,-0.01096,0.257133,2673850.16,-0.0426,-0.1147,-0.1905,21.2595,0.008632,0.9966,0.0617,4269829.98,104,1,True
va48_0|trail15|monthly|1shot,value_avg,monthly,False,trail15,8548727.86,-0.145127,-0.006672,0.15388,1554712.4,-0.0434,-0.0525,-0.1884,14.9648,0.000188,0.9992,0.0139,4789929.56,12,1,True
va48_0|trail15|monthly|rot,value_avg,monthly,True,trail15,8548727.86,-0.145127,-0.006672,0.15388,1554712.4,-0.0434,-0.0525,-0.1884,14.9648,0.000188,0.9992,0.0139,4789929.56,12,1,True
trend100|trail25|monthly|1shot,trend,monthly,False,trail25,7712329.77,-0.228767,-0.011028,0.25394,2625081.06,-0.0434,-0.1491,-0.2491,20.7938,0.007096,0.9968,0.0492,3611111.11,48,1,True
trend100|trail25|monthly|rot,trend,monthly,True,trail25,7712329.77,-0.228767,-0.011028,0.25394,2625081.06,-0.0434,-0.1491,-0.2491,20.7938,0.007096,0.9968,0.0492,3611111.11,48,1,True
dipA|trail15|monthly|1shot,dip,monthly,False,trail15,8481890.47,-0.151811,-0.007004,0.159246,1606539.62,-0.044,-0.0166,-0.3889,15.8566,3.5e-05,0.9932,0.0016,6666666.67,1,1,True
dipA|trail15|monthly|rot,dip,monthly,True,trail15,8481890.47,-0.151811,-0.007004,0.159246,1606539.62,-0.044,-0.0166,-0.3889,15.8566,3.5e-05,0.9932,0.0016,6666666.67,1,1,True
va96_6|trail15|monthly|1shot,value_avg,monthly,False,trail15,8548895.41,-0.14511,-0.006671,0.15128,1523802.76,-0.0441,-0.0726,-0.2266,14.5163,0.003749,0.9992,0.0152,4351695.57,17,1,True
va96_6|trail15|monthly|rot,value_avg,monthly,True,trail15,8548895.41,-0.14511,-0.006671,0.15128,1523802.76,-0.0441,-0.0726,-0.2266,14.5163,0.003749,0.9992,0.0152,4351695.57,17,1,True
trend200|trail25|daily|rot,trend,daily,True,trail25,7685577.31,-0.231442,-0.011175,0.252017,2589491.87,-0.0443,-0.1534,-0.2567,20.6168,0.00703,0.997,0.0477,3588006.1,847,1,True
trend200|trail25|monthly|1shot,trend,monthly,False,trail25,7677269.47,-0.232273,-0.01122,0.251052,2573463.27,-0.0447,-0.1182,-0.179,19.7834,0.009338,0.997,0.0719,4305555.56,54,1,True
trend200|trail25|monthly|rot,trend,monthly,True,trail25,7677269.47,-0.232273,-0.01122,0.251052,2573463.27,-0.0447,-0.1182,-0.179,19.7834,0.009338,0.997,0.0719,4305555.56,54,1,True
dipA|trail35|monthly|1shot,dip,monthly,False,trail35,6566302.96,-0.34337,-0.017797,0.392394,4240536.69,-0.0454,-0.033,-0.2421,38.7679,0.000243,0.9922,0.0179,10000000.0,2,1,True
dipA|trail35|monthly|rot,dip,monthly,True,trail35,6566302.96,-0.34337,-0.017797,0.392394,4240536.69,-0.0454,-0.033,-0.2421,38.7679,0.000243,0.9922,0.0179,10000000.0,2,1,True
scaled_invvol|trail25|daily|rot,scaled,daily,True,trail25,7636742.97,-0.236326,-0.011444,0.25025,2548982.5,-0.0457,-0.1728,-0.2499,18.9872,0.007174,0.9971,0.0577,3322039.93,2877,1,True
scaled_invvol|trail25|monthly|1shot,scaled,monthly,False,trail25,7630024.83,-0.236998,-0.011481,0.250612,2551649.83,-0.0458,-0.1733,-0.2504,19.0182,0.007179,0.9975,0.0579,3319621.81,140,1,True
scaled_invvol|trail25|monthly|rot,scaled,monthly,True,trail25,7630024.83,-0.236998,-0.011481,0.250612,2551649.83,-0.0458,-0.1733,-0.2504,19.0182,0.007179,0.9975,0.0579,3319621.81,140,1,True
scaled_rsi|trail15|monthly|1shot,scaled,monthly,False,trail15,8489100.47,-0.15109,-0.006968,0.151698,1518063.35,-0.0459,-0.144,-0.302,13.5976,0.00381,0.9995,0.023,2754933.18,66,1,True
scaled_rsi|trail15|monthly|rot,scaled,monthly,True,trail15,8489100.47,-0.15109,-0.006968,0.151698,1518063.35,-0.0459,-0.144,-0.302,13.5976,0.00381,0.9995,0.023,2754933.18,66,1,True
dca96|trail15|monthly|1shot,dca,monthly,False,trail15,8478536.44,-0.152146,-0.007021,0.152385,1524278.47,-0.0461,-0.1186,-0.3858,14.598,0.002637,0.9993,0.0104,2916666.67,28,1,True
dca96|trail15|monthly|rot,dca,monthly,True,trail15,8478536.44,-0.152146,-0.007021,0.152385,1524278.47,-0.0461,-0.1186,-0.3858,14.598,0.002637,0.9993,0.0104,2916666.67,28,1,True
dca24|trail15|monthly|1shot,dca,monthly,False,trail15,8370868.29,-0.162913,-0.007563,0.163855,1640391.33,-0.0462,-0.0661,-0.4406,16.1761,7.2e-05,0.9993,0.0045,3333333.33,8,1,True
dca24|trail15|monthly|rot,dca,monthly,True,trail15,8370868.29,-0.162913,-0.007563,0.163855,1640391.33,-0.0462,-0.0661,-0.4406,16.1761,7.2e-05,0.9993,0.0045,3333333.33,8,1,True
lump|trail15|monthly|1shot,lump,monthly,False,trail15,8435504.32,-0.15645,-0.007237,0.15645,1564495.68,-0.0463,-0.019,-0.3059,15.6125,5.2e-05,0.9998,0.0054,10000000.0,1,1,True
lump|trail15|monthly|rot,lump,monthly,True,trail15,8435504.32,-0.15645,-0.007237,0.15645,1564495.68,-0.0463,-0.019,-0.3059,15.6125,5.2e-05,0.9998,0.0054,10000000.0,1,1,True
dca48|trail15|monthly|1shot,dca,monthly,False,trail15,8302834.57,-0.169717,-0.007908,0.170184,1702795.24,-0.0465,-0.0815,-0.3128,16.5189,0.000158,0.9993,0.0119,4166666.67,20,1,True
