date,side,shares,price,value,lot_id,realized_pnl_before_tax,realized_pnl_after_tax,reason,event_type
2021-10-04,BUY,53,16123.224,854530.872,752,0.0,0.0,buy_signal,buy
2021-10-05,BUY,35,14862.972,520204.02,753,0.0,0.0,buy_signal,buy
2021-10-06,BUY,35,14972.993999999999,524054.79,754,0.0,0.0,buy_signal,buy
2021-10-07,BUY,53,14592.918,773424.654,755,0.0,0.0,buy_signal,buy
2021-10-08,BUY,52,15073.014,783796.728,756,0.0,0.0,buy_signal,buy
2021-10-11,BUY,52,14912.982,775475.064,757,0.0,0.0,buy_signal,buy
2021-10-12,SELL,53,15396.92,816036.76,755,42428.821835616465,33809.406679710984,take_profit,take_profit
2021-10-18,SELL,35,16106.778,563737.23,753,43167.65657534243,34398.147142061614,take_profit,take_profit
2021-10-18,SELL,35,16106.778,563737.23,754,39356.51616438357,31361.239905589046,take_profit,take_profit
2021-10-18,SELL,52,16106.778,837552.456,756,53387.30016438357,42541.67013598904,take_profit,take_profit
2021-10-18,SELL,52,16106.778,837552.456,757,61768.83967123287,49220.49989202191,take_profit,take_profit
2021-11-05,SELL,53,16836.632,892341.496,752,36343.049643835686,28959.959108690466,take_profit,take_profit
2021-11-29,BUY,51,15283.056,779435.856,758,0.0,0.0,buy_signal,buy
2021-11-30,BUY,50,15553.109999999999,777655.4999999999,759,0.0,0.0,buy_signal,buy
2021-12-01,BUY,50,14697.939,734896.9500000001,760,0.0,0.0,buy_signal,buy
2021-12-02,BUY,51,14467.893,737862.543,761,0.0,0.0,buy_signal,buy
2021-12-03,BUY,50,14652.93,732646.5,762,0.0,0.0,buy_signal,buy
2021-12-06,BUY,53,14807.961,784821.933,763,0.0,0.0,buy_signal,buy
2021-12-07,SELL,51,14997.0,764847.0,761,26811.708123287724,21364.909618041824,take_profit,take_profit
2021-12-07,BUY,49,15003.0,735147.0,764,0.0,0.0,buy_signal,buy
2021-12-08,SELL,50,15701.859,785092.9500000001,760,49910.78356164384,39771.40788109589,take_profit,take_profit
2021-12-08,SELL,50,15701.859,785092.9500000001,762,52273.732191780895,41654.32349702061,take_profit,take_profit
2021-12-08,SELL,53,15701.859,832198.527,763,47253.889561643875,37654.261897195924,take_profit,take_profit
